Zone,PRECIP,TMPMAX,WINDLY,Irrg_Yes,Damage_No,Dreason_Weeds,Dreason_ShortageSeed,Dreason_UseBadCrop,Dmchem_Herbicide,Dmchem_Fungicide,D22a_DAP,D23_Compost,Fweight,Area,Yield,Irrg_No
0.6666666666666667,0.21845978568643076,0.37925738352506233,0.5571013194463246,0.08823529411764705,0.10954616588419405,0.00510204081632653,0.0,0.0,0.0026666666666666666,0.0,0.0299625468164794,0.00392156862745098,0.6618772194173643,0.7132349827175856,0.3149336801655077,0.068742418115649
0.6666666666666667,0.41691673726890865,0.0,0.3948712290566491,0.0,0.02269170579029734,0.0,0.0,0.0,0.0,0.0,0.003745318352059925,0.00392156862745098,0.4914839057973843,0.5808566134194783,0.3062382696946214,0.014557217953902142
0.0,0.8344571101257356,0.22165658095098095,0.041335399406376296,0.1764705882352941,0.4107981220657277,0.030612244897959183,0.1,0.4395604395604396,0.016,0.05405405405405406,0.1348314606741573,0.09803921568627451,0.8524552906320402,0.8769196942718902,0.37629052744400004,0.2802264456126162
0.6666666666666667,0.47276059061510667,0.012014722357924335,0.14398988020642978,0.0,0.002347417840375587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13545350788198263,0.0,0.3934925705248272,0.001213101496158512
0.0,0.8459773637810128,0.26142005679379565,0.09654746376519827,0.029411764705882353,0.6940532081377152,0.6785714285714285,0.4,0.38461538461538464,0.058666666666666666,0.0,0.15730337078651685,0.0196078431372549,0.8818605891101845,0.979942871717493,0.3068645938619752,0.5163768701981399
0.0,0.7800852142376362,0.199645583689688,0.06952629121952253,0.029411764705882353,0.035211267605633804,0.01020408163265306,0.0,0.0,0.0026666666666666666,0.0,0.02247191011235955,0.00392156862745098,0.5450887962306097,0.5079576072115175,0.21796694331511993,0.02668823291548726
0.0,1.0,0.2307928432935773,0.0,0.08823529411764705,0.32159624413145543,0.13265306122448978,0.2,0.05494505494505495,0.25866666666666666,0.013513513513513514,0.37453183520599254,0.027450980392156862,0.8593017453168852,0.965216044698614,0.3569047375919234,0.25677315002021833
0.0,1.0,0.2307928432935773,0.0,0.0,0.07120500782472614,0.0,0.0,0.0,0.0026666666666666666,0.0,0.033707865168539325,0.00392156862745098,0.6279749687242662,0.7248138016394514,0.2794758979006008,0.04286291953093408
0.3333333333333333,0.7000681757657072,0.4925272599731274,0.17301933693543456,0.1764705882352941,0.4029733959311424,0.12755102040816327,0.0,0.0,0.19733333333333333,0.0945945945945946,0.13857677902621723,0.13333333333333333,0.887138099709575,0.861260735678544,0.30149698967924754,0.28103517994338856
0.0,0.8344571101257356,0.22165658095098095,0.041335399406376296,0.0,0.036776212832550864,0.0,0.0,0.0,0.0,0.013513513513513514,0.00749063670411985,0.0,0.5248423504078246,0.6319477548007431,0.2885966388258504,0.021431459765467044
0.6666666666666667,0.13014859822812896,0.016002251626325403,0.5573728343825777,0.7352941176470588,0.2895148669796557,0.030612244897959183,0.0,0.14285714285714288,0.005333333333333333,0.0,0.4794007490636704,1.0,0.9262196739571944,0.6682297641400795,0.21441585278785127,1.0
0.3333333333333333,0.4650739276417566,0.6059259060578519,0.34225030795523687,0.058823529411764705,0.32316118935837246,0.02551020408163265,0.0,0.0,0.06666666666666667,0.06756756756756757,0.27715355805243447,0.00392156862745098,0.8250930632094113,0.832125949711086,0.30533869971011385,0.19894864536999596
0.6666666666666667,0.3472161267773606,0.014294369077409996,0.12657914761727626,0.7647058823529411,0.7237871674491393,0.11224489795918366,0.0,0.15384615384615385,0.096,0.0,0.5468164794007491,0.4235294117647059,0.9371684266239713,0.8894582110348845,0.33663477315273316,0.46866154468257176
1.0,0.5595173231014678,0.838226073925135,0.641525423012638,0.029411764705882353,0.31220657276995306,0.6173469387755102,0.4,0.03296703296703297,0.7893333333333333,0.0,0.17228464419475656,0.00392156862745098,0.78745677809847,0.9865507035912284,0.40795517760814004,0.2984229680549939
0.6666666666666667,0.5047139432645285,0.361369781246756,0.9175463384094971,0.2647058823529412,0.12754303599374023,0.00510204081632653,0.0,0.0,0.029333333333333333,0.06756756756756757,0.08614232209737828,0.011764705882352941,0.7128732405438014,0.7644806040791844,0.2970709406400768,0.09623938536190861
0.0,0.7800852142376362,0.199645583689688,0.06952629121952253,0.0,0.01643192488262911,0.01020408163265306,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.5070041075104854,0.429808508219208,0.22243323965482673,0.01940962393853619
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.8994148561309867,0.058823529411764705,0.16666666666666666,0.00510204081632653,0.0,0.01098901098901099,0.018666666666666665,0.12162162162162163,0.0898876404494382,0.03137254901960784,0.8656694677716457,0.7533782340716438,0.35185845512515757,0.1544682571775172
0.3333333333333333,0.7358646162529867,0.43196772906820424,0.09654746376519827,0.0,0.050078247261345854,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.6314480025043483,0.5959041011443188,0.07766898404641279,0.050950262838657494
1.0,0.29598599319098984,0.8661264713354688,0.5036723087362601,0.0,0.06181533646322379,0.0,0.0,0.01098901098901099,0.03733333333333333,0.0,0.00749063670411985,0.0,0.5309281631677374,0.7265565272399566,0.2947353245309875,0.03396684189243833
0.6666666666666667,0.41691673726890865,0.0,0.3948712290566491,0.23529411764705882,0.03912363067292645,0.0,0.0,0.0,0.034666666666666665,0.0,0.0749063670411985,0.07450980392156863,0.6934334640206388,0.6470951392978392,0.3149336801655077,0.07319045693489688
1.0,0.34145796192325184,1.0,0.9198249585126654,0.38235294117647056,0.06181533646322379,0.00510204081632653,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.5050716704627236,0.6438863474869952,0.24114275456584136,0.0303275374039628
0.0,0.7800852142376362,0.199645583689688,0.06952629121952253,0.0,0.000782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09100313732307652,0.12404450120004445,0.2526963926326615,0.0004043671653861706
0.0,0.7872223460367271,0.23129908537505006,0.013832340242031753,0.0,0.019561815336463225,0.00510204081632653,0.0,0.0,0.0026666666666666666,0.0,0.003745318352059925,0.0,0.5289811809119584,0.46081154766543586,0.2912124062363479,0.01940962393853619
0.3333333333333333,0.4650739276417566,0.6059259060578519,0.34225030795523687,0.058823529411764705,0.458528951486698,0.04591836734693877,0.0,0.0,0.23199999999999998,0.12162162162162163,0.07865168539325842,0.0784313725490196,0.9148928609955667,0.8889521435734937,0.3301173286302398,0.391023048928427
0.3333333333333333,0.7000681757657072,0.4925272599731274,0.17301933693543456,0.058823529411764705,0.2347417840375587,0.03571428571428571,0.2,0.0,0.08266666666666667,0.06756756756756757,0.27340823970037453,0.050980392156862744,0.8261658949654831,0.8337615993739065,0.2855173061778924,0.17306914678528104
0.6666666666666667,0.03301672556838042,0.04087069094851703,0.12400018412207749,0.29411764705882354,0.017214397496087636,0.0,0.1,0.0,0.0,0.0,0.011235955056179775,0.047058823529411764,0.6021866084951355,0.6842018786598476,0.32308118863843116,0.03315810756166599
0.3333333333333333,0.4650739276417566,0.6059259060578519,0.34225030795523687,0.08823529411764705,0.8552425665101722,0.02551020408163265,0.1,0.0,0.45866666666666667,0.5810810810810811,0.3857677902621723,0.027450980392156862,0.9636538638277918,0.990059769136918,0.287884079653409,0.5604528912252325
0.0,0.506454651082278,0.7185472182737556,0.8628128598899333,0.0,0.009389671361502348,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.39723994082982106,0.429808508219208,0.22243323965482673,0.006065507480792559
0.6666666666666667,0.3472161267773606,0.014294369077409996,0.12657914761727626,0.5,0.12128325508607199,0.00510204081632653,0.1,0.03296703296703297,0.008,0.0,0.07116104868913858,0.0784313725490196,0.7442631485625728,0.6894835720178237,0.3436949884671354,0.09947432268499798
0.3333333333333333,0.5860126848846146,0.19209176230013547,0.06314638201398637,0.4411764705882353,0.23082942097026604,0.06632653061224489,0.0,0.02197802197802198,0.17333333333333334,0.0,0.052434456928838954,0.08235294117647059,0.9232885779248676,0.8694747619215712,0.31465450114732496,0.3348160129397493
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.1327032586900812,0.4117647058823529,0.45539906103286387,0.04591836734693877,0.0,0.16483516483516486,0.03733333333333333,0.0,0.0449438202247191,0.3176470588235294,0.9095550499508422,0.49672530925956937,0.15617281677363679,0.5855236554791751
0.0,0.8879568305969854,0.23685856993761334,0.34225030795523687,0.0,0.000782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015278272313176133,0.12404450120004445,0.2526963926326615,0.0
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.8994148561309867,0.029411764705882353,0.06025039123630673,0.01020408163265306,0.0,0.0,0.029333333333333333,0.05405405405405406,0.08239700374531836,0.043137254901960784,0.7639611350797726,0.8540710210843185,0.3215257720247635,0.07804286291953093
1.0,0.560836085443738,0.838878215905555,0.7754961128782373,0.029411764705882353,0.10485133020344288,0.01020408163265306,0.1,0.04395604395604396,0.010666666666666666,0.0,0.0,0.00392156862745098,0.5703778139602258,0.7182105087716105,0.27718366428713803,0.07238172260412455
0.6666666666666667,0.03301672556838042,0.04087069094851703,0.12400018412207749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10897851993447427,0.0,0.3934925705248272,0.0004043671653861706
0.0,0.8459773637810128,0.26142005679379565,0.09654746376519827,0.029411764705882353,0.2996870109546166,0.33163265306122447,0.1,1.076923076923077,0.010666666666666666,0.0,0.07116104868913858,0.027450980392156862,0.8287044477411165,0.8681510265307195,0.3455425416867326,0.32996360695511523
0.0,0.6909581939635858,0.3458000496585978,0.07730010837989094,0.0,0.07120500782472614,0.0,0.0,0.0,0.0,0.0,0.026217228464419477,0.0,0.6187919399935242,0.6758711160308873,0.27070885662931565,0.04609785685402345
1.0,0.5150409563792038,0.8731608035572247,0.641525423012638,0.0,0.012519561815336464,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.528229642610484,0.26651592131466767,0.5708807594453307,0.008491710473109582
0.6666666666666667,0.4285415570665858,0.02111640524822178,0.15463143285822029,0.7352941176470588,0.2895148669796557,0.030612244897959183,0.0,0.14285714285714288,0.005333333333333333,0.0,0.4794007490636704,1.0,0.9262196739571944,0.8569662526483428,0.26762561554836506,1.0
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.1327032586900812,0.4117647058823529,0.45539906103286387,0.04591836734693877,0.0,0.16483516483516486,0.03733333333333333,0.0,0.0449438202247191,0.3176470588235294,0.9095550499508422,0.8630227674136457,0.2400396207086586,0.5855236554791751
1.0,0.5150409563792038,0.8731608035572247,0.641525423012638,0.0,0.025821596244131457,0.0,0.0,0.0,0.010666666666666666,0.0,0.0,0.0,0.5545597610965318,0.5669876468290704,0.3624221173909338,0.015365952284674482
0.0,0.8879568305969854,0.23685856993761334,0.34225030795523687,0.14705882352941177,0.4953051643192488,0.15816326530612243,0.8,0.01098901098901099,0.4026666666666667,0.013513513513513514,0.7977528089887641,0.00392156862745098,0.8774926012467186,0.9565271466845222,0.36823796672454234,0.3048928427011727
1.0,0.560836085443738,0.838878215905555,0.7754961128782373,0.0,0.026604068857589987,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.38390698221513797,0.5123712052402589,0.33706843439173073,0.01819652244237768
1.0,0.5595173231014678,0.838226073925135,0.641525423012638,0.0,0.03129890453834116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4397579727065488,0.5928953930908546,0.3262095334667392,0.017387788111605337
0.0,0.7872223460367271,0.23129908537505006,0.013832340242031753,0.029411764705882353,0.37715179968701096,0.1683673469387755,0.1,0.03296703296703297,0.16266666666666665,0.0945945945945946,0.6591760299625469,0.011764705882352941,0.8791415294918974,0.9487769247524325,0.31686046594443695,0.29801860088960774
1.0,0.9145875970408937,0.7572800314672792,0.6435103220546038,0.0,0.06572769953051644,0.01020408163265306,0.0,0.01098901098901099,0.021333333333333333,0.02702702702702703,0.04868913857677903,0.0392156862745098,0.5566404765983948,0.7094021406787481,0.2901116123143015,0.04084108370400323
0.6666666666666667,0.7553230742000423,0.0199811553445004,0.12657914761727626,0.38235294117647056,0.6948356807511737,0.36734693877551017,0.2,0.23076923076923078,0.032,0.08108108108108109,0.47191011235955055,0.7411764705882353,0.9425666417199241,0.8909917613170195,0.29279847489885835,0.6170642943792963
0.6666666666666667,0.35169784095659073,0.029608520891781787,0.1329235153035067,0.0,0.09467918622848201,0.015306122448979591,0.2,0.05494505494505495,0.0026666666666666666,0.0,0.0149812734082397,0.01568627450980392,0.6769801836543738,0.6639798445206306,0.3746663920358264,0.0715729882733522
0.3333333333333333,0.6865935938489383,0.14813612323997383,0.06952629121952253,0.29411764705882354,0.19561815336463223,0.1020408163265306,0.0,0.3626373626373627,0.021333333333333333,0.0,0.018726591760299626,0.0784313725490196,0.9082951813463105,0.8600021522351855,0.2951448368899059,0.35018196522442374
1.0,0.3204493907854342,0.9128133915193448,0.543183078600783,0.029411764705882353,0.18779342723004694,0.3826530612244898,0.1,0.06593406593406594,0.24,0.013513513513513514,0.0,0.07450980392156863,0.774756246380069,0.9575199711089537,0.3674068182611737,0.24545086938940558
0.0,0.8679115192441089,0.26639417816990285,0.06314638201398637,0.14705882352941177,0.08137715179968702,0.1020408163265306,0.0,0.0,0.304,0.0,0.7303370786516854,0.00784313725490196,0.8481578377580583,0.9432485049720774,0.3226982087097383,0.24747270521633644
0.6666666666666667,0.40986809888522613,0.019413267148308044,0.1329235153035067,0.029411764705882353,0.10172143974960876,0.0,0.0,0.0,0.0,0.0,0.00749063670411985,0.1843137254901961,0.6599635327318327,0.6978491864647723,0.269496504817729,0.0703598867771937
0.6666666666666667,0.40986809888522613,0.019413267148308044,0.1329235153035067,0.0,0.11737089201877934,0.01020408163265306,0.0,0.0,0.0026666666666666666,0.0,0.04119850187265918,0.20392156862745098,0.6840615561584737,0.7117709012486542,0.3525072298764925,0.07925596441568944
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.8994148561309867,0.029411764705882353,0.13302034428794993,0.01020408163265306,0.1,0.0,0.026666666666666665,0.12162162162162163,0.06741573033707865,0.08235294117647059,0.8429275741510918,0.7738159236638347,0.32455291446206014,0.13182369591589163
0.0,0.6702175950216485,0.3402395422104352,0.1327032586900812,0.0,0.03755868544600939,0.00510204081632653,0.1,0.0,0.0,0.0,0.0,0.00392156862745098,0.4838531263112891,0.8639469666058388,0.28960841551479,0.028710068742418115
0.6666666666666667,0.3472161267773606,0.014294369077409996,0.12657914761727626,0.23529411764705882,0.7550860719874805,0.07142857142857142,0.0,0.2197802197802198,0.144,0.0,0.7602996254681648,0.5882352941176471,0.964266861061732,0.9072185019095171,0.32751684818491056,0.5843105539830166
0.3333333333333333,0.5252342936745391,0.34926774006368255,0.8628128598899333,0.08823529411764705,0.3317683881064163,0.04081632653061224,0.0,0.02197802197802198,0.06666666666666667,0.08108108108108109,0.10486891385767791,0.23137254901960785,0.8744510253535926,0.8615753508186779,0.3089032729087583,0.26607359482410026
1.0,0.29598599319098984,0.8661264713354688,0.5036723087362601,0.0,0.13771517996870108,0.01020408163265306,0.1,0.03296703296703297,0.042666666666666665,0.02702702702702703,0.0149812734082397,0.0196078431372549,0.6563797768202362,0.7870554061259885,0.35902252883774577,0.08693894055802669
0.0,0.771342056177104,0.22165658095098095,0.11185098618292234,0.0,0.03755868544600939,0.00510204081632653,0.1,0.0,0.0,0.0,0.0,0.00392156862745098,0.4838531263112891,0.5003461377886055,0.21813384711858783,0.028710068742418115
0.0,0.7800852142376362,0.199645583689688,0.06952629121952253,0.0,0.37871674491392804,0.1020408163265306,0.30000000000000004,0.03296703296703297,0.018666666666666665,0.0,0.5955056179775281,0.00392156862745098,0.8423816767498962,0.9290645810765408,0.27585700352333575,0.2737565709664375
0.3333333333333333,0.5445790945149738,0.2830344253846402,0.11185098618292234,0.0,0.02190923317683881,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.5271471748521297,0.5329569859736801,0.09282161792731639,0.02507076425394258
0.6666666666666667,0.20042292377848892,0.03974757247016658,0.14034995147487972,0.029411764705882353,0.028951486697965573,0.00510204081632653,0.0,0.0,0.0,0.0,0.003745318352059925,0.050980392156862744,0.5966667943372121,0.6923699902241139,0.27986606019684657,0.0372017792155277
0.6666666666666667,0.03301672556838042,0.04087069094851703,0.12400018412207749,0.029411764705882353,0.05868544600938967,0.0,0.0,0.0,0.021333333333333333,0.013513513513513514,0.07865168539325842,0.027450980392156862,0.7096786866326625,0.76730885865476,0.2691936786771305,0.08208653457339264
0.3333333333333333,0.5445790945149738,0.2830344253846402,0.11185098618292234,0.4117647058823529,0.45539906103286387,0.04591836734693877,0.0,0.16483516483516486,0.03733333333333333,0.0,0.0449438202247191,0.3176470588235294,0.9095550499508422,0.8110761981894365,0.24301031710518126,0.5855236554791751
0.0,0.8679115192441089,0.26639417816990285,0.06314638201398637,0.11764705882352941,0.13536776212832552,0.1377551020408163,0.0,0.02197802197802198,0.34933333333333333,0.0,0.26591760299625467,0.00784313725490196,0.869077043539531,0.9728786572689212,0.3625552115100591,0.2903356247472705
0.6666666666666667,0.3795757933818589,0.4301315171463127,1.0000000000000002,0.14705882352941177,0.323943661971831,0.08163265306122448,0.0,0.01098901098901099,0.24533333333333332,0.04054054054054054,0.1310861423220974,0.3607843137254902,0.9181117005276367,0.906223512501831,0.35840292214253267,0.2976142337242216
0.0,0.37578484584451965,0.8462818023796173,0.8994148561309867,0.1764705882352941,0.14788732394366197,0.0510204081632653,0.0,0.0,0.032,0.0,0.0898876404494382,0.050980392156862744,0.8664301822828853,0.9048835077225363,0.41890912195406704,0.16538617064294378
1.0,0.5595173231014678,0.838226073925135,0.641525423012638,0.0,0.05712050078247261,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.4073335412025354,0.5648938717666934,0.27316589603608576,0.029518803073190457
0.6666666666666667,0.03301672556838042,0.04087069094851703,0.12400018412207749,0.5,0.33724569640062596,0.0,0.0,0.09890109890109891,0.04533333333333333,0.0,0.5468164794007491,0.403921568627451,0.9487988756507393,0.891117688153416,0.29454997363577806,0.547513141932875
0.0,0.6909581939635858,0.3458000496585978,0.07730010837989094,0.058823529411764705,0.365414710485133,0.1173469387755102,0.1,0.1098901098901099,0.056,0.013513513513513514,0.09363295880149813,0.047058823529411764,0.8606201391067043,0.8807743437112823,0.35978867252120106,0.3178325919935301
0.3333333333333333,0.5445790945149738,0.2830344253846402,0.11185098618292234,0.0,0.018779342723004695,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.46765410216227266,0.5327046823497237,0.23285622779840118,0.017387788111605337
